Date,Close,Open,High,Low,Adj Close,Volume
1991/1/15,1317.170044,1317.170044,1317.170044,1317.170044,1317.170044,0
1991/1/16,1324.939941,1324.939941,1324.939941,1324.939941,1324.939941,0
1991/1/17,1404.349976,1404.349976,1404.349976,1404.349976,1404.349976,0
1991/1/18,1401.650024,1401.650024,1401.650024,1401.650024,1401.650024,0
1991/1/21,1393.02002,1393.02002,1393.02002,1393.02002,1393.02002,0
1991/1/22,1373.910034,1373.910034,1373.910034,1373.910034,1373.910034,0
1991/1/23,1365.469971,1365.469971,1365.469971,1365.469971,1365.469971,0
1991/1/24,1379.569946,1379.569946,1379.569946,1379.569946,1379.569946,0
1991/1/25,1381.300049,1381.300049,1381.300049,1381.300049,1381.300049,0
1991/1/28,1378.5,1378.5,1378.5,1378.5,1378.5,0
1991/1/29,1388.390015,1388.390015,1388.390015,1388.390015,1388.390015,0
1991/1/30,1395.540039,1395.540039,1395.540039,1395.540039,1395.540039,0
1991/1/31,1421.160034,1421.160034,1421.160034,1421.160034,1421.160034,0
1991/2/1,1417.52002,1417.52002,1417.52002,1417.52002,1417.52002,0
1991/2/4,1446.22998,1446.22998,1446.22998,1446.22998,1446.22998,0
1991/2/5,1442.72998,1442.72998,1442.72998,1442.72998,1442.72998,0
1991/2/6,1425.219971,1425.219971,1425.219971,1425.219971,1425.219971,0
1991/2/7,1442.829956,1442.829956,1442.829956,1442.829956,1442.829956,0
1991/2/8,1449.069946,1449.069946,1449.069946,1449.069946,1449.069946,0
1991/2/11,1493.180054,1493.180054,1493.180054,1493.180054,1493.180054,0
1991/2/12,1470.01001,1470.01001,1470.01001,1470.01001,1470.01001,0
1991/2/13,1482.869995,1482.869995,1482.869995,1482.869995,1482.869995,0
1991/2/14,1497.290039,1497.290039,1497.290039,1497.290039,1497.290039,0
1991/2/15,1500.619995,1500.619995,1500.619995,1500.619995,1500.619995,0
1991/2/18,1557.869995,1557.869995,1557.869995,1557.869995,1557.869995,0
1991/2/19,1588.560059,1588.560059,1588.560059,1588.560059,1588.560059,0
1991/2/20,1567.26001,1567.26001,1567.26001,1567.26001,1567.26001,0
1991/2/21,1569.540039,1569.540039,1569.540039,1569.540039,1569.540039,0
1991/2/22,1574.77002,1574.77002,1574.77002,1574.77002,1574.77002,0
1991/2/25,1606.060059,1606.060059,1606.060059,1606.060059,1606.060059,0
1991/2/26,1564.790039,1564.790039,1564.790039,1564.790039,1564.790039,0
1991/2/27,1553.98999,1553.98999,1553.98999,1553.98999,1553.98999,0
1991/2/28,1564.449951,1564.449951,1564.449951,1564.449951,1564.449951,0
1991/3/1,1521.300049,1521.300049,1521.300049,1521.300049,1521.300049,0
1991/3/4,1529.310059,1529.310059,1529.310059,1529.310059,1529.310059,0
1991/3/5,1546.609985,1546.609985,1546.609985,1546.609985,1546.609985,0
1991/3/6,1584.150024,1584.150024,1584.150024,1584.150024,1584.150024,0
1991/3/7,1586.689941,1586.689941,1586.689941,1586.689941,1586.689941,0
1991/3/8,1604.670044,1604.670044,1604.670044,1604.670044,1604.670044,0
1991/3/11,1575.689941,1575.689941,1575.689941,1575.689941,1575.689941,0
1991/3/12,1568.469971,1568.469971,1568.469971,1568.469971,1568.469971,0
1991/3/13,1558.75,1558.75,1558.75,1558.75,1558.75,0
1991/3/14,1563.640015,1563.640015,1563.640015,1563.640015,1563.640015,0
1991/3/15,1572.209961,1572.209961,1572.209961,1572.209961,1572.209961,0
1991/3/18,1558.22998,1558.22998,1558.22998,1558.22998,1558.22998,0
1991/3/19,1542.849976,1542.849976,1542.849976,1542.849976,1542.849976,0
1991/3/20,1530.689941,1530.689941,1530.689941,1530.689941,1530.689941,0
1991/3/21,1527.540039,1527.540039,1527.540039,1527.540039,1527.540039,0
1991/3/22,1507.640015,1507.640015,1507.640015,1507.640015,1507.640015,0
1991/3/25,1508.810059,1508.810059,1508.810059,1508.810059,1508.810059,0
1991/3/26,1499.26001,1499.26001,1499.26001,1499.26001,1499.26001,0
1991/3/27,1514.859985,1514.859985,1514.859985,1514.859985,1514.859985,0
1991/3/28,1515.319946,1515.319946,1515.319946,1515.319946,1515.319946,0
1991/3/29,null,null,null,null,null,null
1991/4/1,null,null,null,null,null,null
1991/4/2,1541.839966,1541.839966,1541.839966,1541.839966,1541.839966,0
1991/4/3,1572.439941,1572.439941,1572.439941,1572.439941,1572.439941,0
1991/4/4,1568.400024,1568.400024,1568.400024,1568.400024,1568.400024,0
1991/4/5,1576.170044,1576.170044,1576.170044,1576.170044,1576.170044,0
1991/4/8,1576.369995,1576.369995,1576.369995,1576.369995,1576.369995,0
1991/4/9,1588.449951,1588.449951,1588.449951,1588.449951,1588.449951,0
1991/4/10,1560.530029,1560.530029,1560.530029,1560.530029,1560.530029,0
1991/4/11,1566.52002,1566.52002,1566.52002,1566.52002,1566.52002,0
1991/4/12,1577.650024,1577.650024,1577.650024,1577.650024,1577.650024,0
1991/4/15,1600.5,1600.5,1600.5,1600.5,1600.5,0
1991/4/16,1602.5,1602.5,1602.5,1602.5,1602.5,0
1991/4/17,1616.920044,1616.920044,1616.920044,1616.920044,1616.920044,0
1991/4/18,1614.160034,1614.160034,1614.160034,1614.160034,1614.160034,0
1991/4/19,1599.829956,1599.829956,1599.829956,1599.829956,1599.829956,0
1991/4/22,1577.050049,1577.050049,1577.050049,1577.050049,1577.050049,0
1991/4/23,1593.619995,1593.619995,1593.619995,1593.619995,1593.619995,0
1991/4/24,1599.410034,1599.410034,1599.410034,1599.410034,1599.410034,0
1991/4/25,1625.869995,1625.869995,1625.869995,1625.869995,1625.869995,0
1991/4/26,1620.52002,1620.52002,1620.52002,1620.52002,1620.52002,0
1991/4/29,1633.849976,1633.849976,1633.849976,1633.849976,1633.849976,0
1991/4/30,1606.869995,1606.869995,1606.869995,1606.869995,1606.869995,0
1991/5/1,null,null,null,null,null,null
1991/5/2,1631.160034,1631.160034,1631.160034,1631.160034,1631.160034,0
1991/5/3,1633.130005,1633.130005,1633.130005,1633.130005,1633.130005,0
1991/5/6,1625.859985,1625.859985,1625.859985,1625.859985,1625.859985,0
1991/5/7,1628.98999,1628.98999,1628.98999,1628.98999,1628.98999,0
1991/5/8,1608.77002,1608.77002,1608.77002,1608.77002,1608.77002,0
1991/5/9,null,null,null,null,null,null
1991/5/10,1620.390015,1620.390015,1620.390015,1620.390015,1620.390015,0
1991/5/13,1607.280029,1607.280029,1607.280029,1607.280029,1607.280029,0
1991/5/14,1598.069946,1598.069946,1598.069946,1598.069946,1598.069946,0
1991/5/15,1587.77002,1587.77002,1587.77002,1587.77002,1587.77002,0
1991/5/16,1592.319946,1592.319946,1592.319946,1592.319946,1592.319946,0
1991/5/17,1602.589966,1602.589966,1602.589966,1602.589966,1602.589966,0
1991/5/20,null,null,null,null,null,null
1991/5/21,1612.47998,1612.47998,1612.47998,1612.47998,1612.47998,0
1991/5/22,1640.72998,1640.72998,1640.72998,1640.72998,1640.72998,0
1991/5/23,1641.209961,1641.209961,1641.209961,1641.209961,1641.209961,0
1991/5/24,1662.290039,1662.290039,1662.290039,1662.290039,1662.290039,0
1991/5/27,1677.339966,1677.339966,1677.339966,1677.339966,1677.339966,0
1991/5/28,1675.280029,1675.280029,1675.280029,1675.280029,1675.280029,0
1991/5/29,1686.420044,1686.420044,1686.420044,1686.420044,1686.420044,0
1991/5/30,null,null,null,null,null,null
1991/5/31,1707.959961,1707.959961,1707.959961,1707.959961,1707.959961,0
1991/6/3,1704.189941,1704.189941,1704.189941,1704.189941,1704.189941,0
1991/6/4,1689.300049,1689.300049,1689.300049,1689.300049,1689.300049,0
1991/6/5,1705.73999,1705.73999,1705.73999,1705.73999,1705.73999,0
1991/6/6,1708.699951,1708.699951,1708.699951,1708.699951,1708.699951,0
1991/6/7,1708.359985,1708.359985,1708.359985,1708.359985,1708.359985,0
1991/6/10,1698.079956,1698.079956,1698.079956,1698.079956,1698.079956,0
1991/6/11,1713.300049,1713.300049,1713.300049,1713.300049,1713.300049,0
1991/6/12,1699.280029,1699.280029,1699.280029,1699.280029,1699.280029,0
1991/6/13,1688.849976,1688.849976,1688.849976,1688.849976,1688.849976,0
1991/6/14,1702.880005,1702.880005,1702.880005,1702.880005,1702.880005,0
1991/6/17,1714.219971,1714.219971,1714.219971,1714.219971,1714.219971,0
1991/6/18,1694,1694,1694,1694,1694,0
1991/6/19,1687.699951,1687.699951,1687.699951,1687.699951,1687.699951,0
1991/6/20,1689.719971,1689.719971,1689.719971,1689.719971,1689.719971,0
1991/6/21,1706.76001,1706.76001,1706.76001,1706.76001,1706.76001,0
1991/6/24,1690.680054,1690.680054,1690.680054,1690.680054,1690.680054,0
1991/6/25,1691.469971,1691.469971,1691.469971,1691.469971,1691.469971,0
1991/6/26,1677.579956,1677.579956,1677.579956,1677.579956,1677.579956,0
1991/6/27,1668.609985,1668.609985,1668.609985,1668.609985,1668.609985,0
1991/6/28,1623.72998,1623.72998,1623.72998,1623.72998,1623.72998,0
1991/7/1,1628.75,1628.75,1628.75,1628.75,1628.75,0
1991/7/2,1613.630005,1613.630005,1613.630005,1613.630005,1613.630005,0
1991/7/3,1606.51001,1606.51001,1606.51001,1606.51001,1606.51001,0
1991/7/4,1621.040039,1621.040039,1621.040039,1621.040039,1621.040039,0
1991/7/5,1618.160034,1618.160034,1618.160034,1618.160034,1618.160034,0
1991/7/8,1610.609985,1610.609985,1610.609985,1610.609985,1610.609985,0
1991/7/9,1630.75,1630.75,1630.75,1630.75,1630.75,0
1991/7/10,1640.170044,1640.170044,1640.170044,1640.170044,1640.170044,0
1991/7/11,1635.469971,1635.469971,1635.469971,1635.469971,1635.469971,0
1991/7/12,1645.890015,1645.890015,1645.890015,1645.890015,1645.890015,0
1991/7/15,1647.839966,1647.839966,1647.839966,1647.839966,1647.839966,0
1991/7/16,1638.349976,1638.349976,1638.349976,1638.349976,1638.349976,0
1991/7/17,1629.930054,1629.930054,1629.930054,1629.930054,1629.930054,0
1991/7/18,1621.48999,1621.48999,1621.48999,1621.48999,1621.48999,0
1991/7/19,1624.73999,1624.73999,1624.73999,1624.73999,1624.73999,0
1991/7/22,1627.630005,1627.630005,1627.630005,1627.630005,1627.630005,0
1991/7/23,1631.98999,1631.98999,1631.98999,1631.98999,1631.98999,0
1991/7/24,1621.180054,1621.180054,1621.180054,1621.180054,1621.180054,0
1991/7/25,1613.420044,1613.420044,1613.420044,1613.420044,1613.420044,0
1991/7/26,1604.949951,1604.949951,1604.949951,1604.949951,1604.949951,0
1991/7/29,1605.75,1605.75,1605.75,1605.75,1605.75,0
1991/7/30,1616.670044,1616.670044,1616.670044,1616.670044,1616.670044,0
1991/7/31,1619.290039,1619.290039,1619.290039,1619.290039,1619.290039,0
1991/8/1,1620.48999,1620.48999,1620.48999,1620.48999,1620.48999,0
1991/8/2,1619.670044,1619.670044,1619.670044,1619.670044,1619.670044,0
1991/8/5,1623.069946,1623.069946,1623.069946,1623.069946,1623.069946,0
1991/8/6,1613.97998,1613.97998,1613.97998,1613.97998,1613.97998,0
1991/8/7,1631.869995,1631.869995,1631.869995,1631.869995,1631.869995,0
1991/8/8,1630.369995,1630.369995,1630.369995,1630.369995,1630.369995,0
1991/8/9,1633.469971,1633.469971,1633.469971,1633.469971,1633.469971,0
1991/8/12,1626.550049,1626.550049,1626.550049,1626.550049,1626.550049,0
1991/8/13,1650.430054,1650.430054,1650.430054,1650.430054,1650.430054,0
1991/8/14,1650.060059,1650.060059,1650.060059,1650.060059,1650.060059,0
1991/8/15,1654.109985,1654.109985,1654.109985,1654.109985,1654.109985,0
1991/8/16,1653.599976,1653.599976,1653.599976,1653.599976,1653.599976,0
1991/8/19,1501.819946,1501.819946,1501.819946,1501.819946,1501.819946,0
1991/8/20,1524.280029,1524.280029,1524.280029,1524.280029,1524.280029,0
1991/8/21,1603.650024,1603.650024,1603.650024,1603.650024,1603.650024,0
1991/8/22,1622.48999,1622.48999,1622.48999,1622.48999,1622.48999,0
1991/8/23,1636.680054,1636.680054,1636.680054,1636.680054,1636.680054,0
1991/8/26,1652.099976,1652.099976,1652.099976,1652.099976,1652.099976,0
1991/8/27,1645.810059,1645.810059,1645.810059,1645.810059,1645.810059,0
1991/8/28,1650.359985,1650.359985,1650.359985,1650.359985,1650.359985,0
1991/8/29,1651.550049,1651.550049,1651.550049,1651.550049,1651.550049,0
1991/8/30,1649.880005,1649.880005,1649.880005,1649.880005,1649.880005,0
1991/9/2,1653.52002,1653.52002,1653.52002,1653.52002,1653.52002,0
1991/9/3,1657.51001,1657.51001,1657.51001,1657.51001,1657.51001,0
1991/9/4,1649.550049,1649.550049,1649.550049,1649.550049,1649.550049,0
1991/9/5,1649.089966,1649.089966,1649.089966,1649.089966,1649.089966,0
1991/9/6,1646.410034,1646.410034,1646.410034,1646.410034,1646.410034,0
1991/9/9,1638.650024,1638.650024,1638.650024,1638.650024,1638.650024,0
1991/9/10,1625.800049,1625.800049,1625.800049,1625.800049,1625.800049,0
1991/9/11,1628.640015,1628.640015,1628.640015,1628.640015,1628.640015,0
1991/9/12,1632.219971,1632.219971,1632.219971,1632.219971,1632.219971,0
1991/9/13,1633.650024,1633.650024,1633.650024,1633.650024,1633.650024,0
1991/9/16,1631.170044,1631.170044,1631.170044,1631.170044,1631.170044,0
1991/9/17,1635.800049,1635.800049,1635.800049,1635.800049,1635.800049,0
1991/9/18,1621.27002,1621.27002,1621.27002,1621.27002,1621.27002,0
1991/9/19,1624.699951,1624.699951,1624.699951,1624.699951,1624.699951,0
1991/9/20,1616.130005,1616.130005,1616.130005,1616.130005,1616.130005,0
1991/9/23,1618.119995,1618.119995,1618.119995,1618.119995,1618.119995,0
1991/9/24,1627.800049,1627.800049,1627.800049,1627.800049,1627.800049,0
1991/9/25,1625.790039,1625.790039,1625.790039,1625.790039,1625.790039,0
1991/9/26,1614.800049,1614.800049,1614.800049,1614.800049,1614.800049,0
1991/9/27,1612.800049,1612.800049,1612.800049,1612.800049,1612.800049,0
1991/9/30,1605.469971,1605.469971,1605.469971,1605.469971,1605.469971,0
1991/10/1,1609.319946,1609.319946,1609.319946,1609.319946,1609.319946,0
1991/10/2,1607.47998,1607.47998,1607.47998,1607.47998,1607.47998,0
1991/10/3,null,null,null,null,null,null
1991/10/4,1604.890015,1604.890015,1604.890015,1604.890015,1604.890015,0
1991/10/7,1589.119995,1589.119995,1589.119995,1589.119995,1589.119995,0
1991/10/8,1582.27002,1582.27002,1582.27002,1582.27002,1582.27002,0
1991/10/9,1567.98999,1567.98999,1567.98999,1567.98999,1567.98999,0
1991/10/10,1568.160034,1568.160034,1568.160034,1568.160034,1568.160034,0
1991/10/11,1569.709961,1569.709961,1569.709961,1569.709961,1569.709961,0
1991/10/14,1571.73999,1571.73999,1571.73999,1571.73999,1571.73999,0
1991/10/15,1585.410034,1585.410034,1585.410034,1585.410034,1585.410034,0
1991/10/16,1570.01001,1570.01001,1570.01001,1570.01001,1570.01001,0
1991/10/17,1561.890015,1561.890015,1561.890015,1561.890015,1561.890015,0
1991/10/18,1565.180054,1565.180054,1565.180054,1565.180054,1565.180054,0
1991/10/21,1570.339966,1570.339966,1570.339966,1570.339966,1570.339966,0
1991/10/22,1577,1577,1577,1577,1577,0
1991/10/23,1590.290039,1590.290039,1590.290039,1590.290039,1590.290039,0
1991/10/24,1572.719971,1572.719971,1572.719971,1572.719971,1572.719971,0
1991/10/25,1572.069946,1572.069946,1572.069946,1572.069946,1572.069946,0
1991/10/28,1579.189941,1579.189941,1579.189941,1579.189941,1579.189941,0
1991/10/29,1588.72998,1588.72998,1588.72998,1588.72998,1588.72998,0
1991/10/30,1586.01001,1586.01001,1586.01001,1586.01001,1586.01001,0
1991/10/31,1579.77002,1579.77002,1579.77002,1579.77002,1579.77002,0
1991/11/1,1572.579956,1572.579956,1572.579956,1572.579956,1572.579956,0
1991/11/4,1568.089966,1568.089966,1568.089966,1568.089966,1568.089966,0
1991/11/5,1578.209961,1578.209961,1578.209961,1578.209961,1578.209961,0
1991/11/6,1573.939941,1573.939941,1573.939941,1573.939941,1573.939941,0
1991/11/7,1582.060059,1582.060059,1582.060059,1582.060059,1582.060059,0
1991/11/8,1610.180054,1610.180054,1610.180054,1610.180054,1610.180054,0
1991/11/11,1605.160034,1605.160034,1605.160034,1605.160034,1605.160034,0
1991/11/12,1623.839966,1623.839966,1623.839966,1623.839966,1623.839966,0
1991/11/13,1615.26001,1615.26001,1615.26001,1615.26001,1615.26001,0
1991/11/14,1627.079956,1627.079956,1627.079956,1627.079956,1627.079956,0
1991/11/15,1626.969971,1626.969971,1626.969971,1626.969971,1626.969971,0
1991/11/18,1605.699951,1605.699951,1605.699951,1605.699951,1605.699951,0
1991/11/19,1589.699951,1589.699951,1589.699951,1589.699951,1589.699951,0
1991/11/20,null,null,null,null,null,null
1991/11/21,1603.26001,1603.26001,1603.26001,1603.26001,1603.26001,0
1991/11/22,1599.75,1599.75,1599.75,1599.75,1599.75,0
1991/11/25,1590.859985,1590.859985,1590.859985,1590.859985,1590.859985,0
1991/11/26,1603.5,1603.5,1603.5,1603.5,1603.5,0
1991/11/27,1589.859985,1589.859985,1589.859985,1589.859985,1589.859985,0
1991/11/28,1587.920044,1587.920044,1587.920044,1587.920044,1587.920044,0
1991/11/29,1571.060059,1571.060059,1571.060059,1571.060059,1571.060059,0
1991/12/2,1549.810059,1549.810059,1549.810059,1549.810059,1549.810059,0
1991/12/3,1549.359985,1549.359985,1549.359985,1549.359985,1549.359985,0
1991/12/4,1554.650024,1554.650024,1554.650024,1554.650024,1554.650024,0
1991/12/5,1557.52002,1557.52002,1557.52002,1557.52002,1557.52002,0
1991/12/6,1555.310059,1555.310059,1555.310059,1555.310059,1555.310059,0
1991/12/9,1559.76001,1559.76001,1559.76001,1559.76001,1559.76001,0
1991/12/10,1548.439941,1548.439941,1548.439941,1548.439941,1548.439941,0
1991/12/11,1543.98999,1543.98999,1543.98999,1543.98999,1543.98999,0
1991/12/12,1550.209961,1550.209961,1550.209961,1550.209961,1550.209961,0
1991/12/13,1557.030029,1557.030029,1557.030029,1557.030029,1557.030029,0
1991/12/16,1551.780029,1551.780029,1551.780029,1551.780029,1551.780029,0
1991/12/17,1562.890015,1562.890015,1562.890015,1562.890015,1562.890015,0
1991/12/18,1570.280029,1570.280029,1570.280029,1570.280029,1570.280029,0
1991/12/19,1559.26001,1559.26001,1559.26001,1559.26001,1559.26001,0
1991/12/20,1545.869995,1545.869995,1545.869995,1545.869995,1545.869995,0
1991/12/23,1542.77002,1542.77002,1542.77002,1542.77002,1542.77002,0
1991/12/24,null,null,null,null,null,null
1991/12/25,null,null,null,null,null,null
1991/12/26,null,null,null,null,null,null
1991/12/27,1564.27002,1564.27002,1564.27002,1564.27002,1564.27002,0
1991/12/30,1577.26001,1577.26001,1577.26001,1577.26001,1577.26001,0
1991/12/31,null,null,null,null,null,null
1992/1/1,null,null,null,null,null,null
1992/1/2,1598.189941,1598.189941,1598.189941,1598.189941,1598.189941,0
1992/1/3,1604.050049,1604.050049,1604.050049,1604.050049,1604.050049,0
1992/1/6,1604.689941,1604.689941,1604.689941,1604.689941,1604.689941,0
1992/1/7,1593.650024,1593.650024,1593.650024,1593.650024,1593.650024,0
1992/1/8,1581.680054,1581.680054,1581.680054,1581.680054,1581.680054,0
1992/1/9,1599.140015,1599.140015,1599.140015,1599.140015,1599.140015,0
1992/1/10,1613.819946,1613.819946,1613.819946,1613.819946,1613.819946,0
1992/1/13,1620.449951,1620.449951,1620.449951,1620.449951,1620.449951,0
1992/1/14,1629.51001,1629.51001,1629.51001,1629.51001,1629.51001,0
1992/1/15,1663.699951,1663.699951,1663.699951,1663.699951,1663.699951,0
1992/1/16,1664.089966,1664.089966,1664.089966,1664.089966,1664.089966,0
1992/1/17,1669.290039,1669.290039,1669.290039,1669.290039,1669.290039,0
1992/1/20,1685.140015,1685.140015,1685.140015,1685.140015,1685.140015,0
1992/1/21,1687.069946,1687.069946,1687.069946,1687.069946,1687.069946,0
1992/1/22,1680.130005,1680.130005,1680.130005,1680.130005,1680.130005,0
1992/1/23,1671.839966,1671.839966,1671.839966,1671.839966,1671.839966,0
1992/1/24,1669.52002,1669.52002,1669.52002,1669.52002,1669.52002,0
1992/1/27,1686.709961,1686.709961,1686.709961,1686.709961,1686.709961,0
1992/1/28,1685.51001,1685.51001,1685.51001,1685.51001,1685.51001,0
1992/1/29,1671.01001,1671.01001,1671.01001,1671.01001,1671.01001,0
1992/1/30,1683.060059,1683.060059,1683.060059,1683.060059,1683.060059,0
1992/1/31,1685.699951,1685.699951,1685.699951,1685.699951,1685.699951,0
1992/2/3,1685.660034,1685.660034,1685.660034,1685.660034,1685.660034,0
1992/2/4,1678.77002,1678.77002,1678.77002,1678.77002,1678.77002,0
1992/2/5,1685.849976,1685.849976,1685.849976,1685.849976,1685.849976,0
1992/2/6,1683.709961,1683.709961,1683.709961,1683.709961,1683.709961,0
1992/2/7,1686.589966,1686.589966,1686.589966,1686.589966,1686.589966,0
1992/2/10,1683.72998,1683.72998,1683.72998,1683.72998,1683.72998,0
1992/2/11,1679.140015,1679.140015,1679.140015,1679.140015,1679.140015,0
1992/2/12,1685.030029,1685.030029,1685.030029,1685.030029,1685.030029,0
1992/2/13,1680.810059,1680.810059,1680.810059,1680.810059,1680.810059,0
1992/2/14,1676.170044,1676.170044,1676.170044,1676.170044,1676.170044,0
1992/2/17,1688.459961,1688.459961,1688.459961,1688.459961,1688.459961,0
1992/2/18,1696.550049,1696.550049,1696.550049,1696.550049,1696.550049,0
1992/2/19,1690.23999,1690.23999,1690.23999,1690.23999,1690.23999,0
1992/2/20,1711.349976,1711.349976,1711.349976,1711.349976,1711.349976,0
1992/2/21,1711.290039,1711.290039,1711.290039,1711.290039,1711.290039,0
1992/2/24,1729.859985,1729.859985,1729.859985,1729.859985,1729.859985,0
1992/2/25,1716.630005,1716.630005,1716.630005,1716.630005,1716.630005,0
1992/2/26,1743.359985,1743.359985,1743.359985,1743.359985,1743.359985,0
1992/2/27,1745.170044,1745.170044,1745.170044,1745.170044,1745.170044,0
1992/2/28,1746.76001,1746.76001,1746.76001,1746.76001,1746.76001,0
1992/3/2,1749.290039,1749.290039,1749.290039,1749.290039,1749.290039,0
1992/3/3,1763.859985,1763.859985,1763.859985,1763.859985,1763.859985,0
1992/3/4,1762.27002,1762.27002,1762.27002,1762.27002,1762.27002,0
1992/3/5,1762.290039,1762.290039,1762.290039,1762.290039,1762.290039,0
1992/3/6,1746.77002,1746.77002,1746.77002,1746.77002,1746.77002,0
1992/3/9,1753.5,1753.5,1753.5,1753.5,1753.5,0
1992/3/10,1753.209961,1753.209961,1753.209961,1753.209961,1753.209961,0
1992/3/11,1739.880005,1739.880005,1739.880005,1739.880005,1739.880005,0
1992/3/12,1723.920044,1723.920044,1723.920044,1723.920044,1723.920044,0
1992/3/13,1734.420044,1734.420044,1734.420044,1734.420044,1734.420044,0
1992/3/16,1723.130005,1723.130005,1723.130005,1723.130005,1723.130005,0
1992/3/17,1732.920044,1732.920044,1732.920044,1732.920044,1732.920044,0
1992/3/18,1729.890015,1729.890015,1729.890015,1729.890015,1729.890015,0
1992/3/19,1725.73999,1725.73999,1725.73999,1725.73999,1725.73999,0
1992/3/20,1730.900024,1730.900024,1730.900024,1730.900024,1730.900024,0
1992/3/23,1714.170044,1714.170044,1714.170044,1714.170044,1714.170044,0
1992/3/24,1716.199951,1716.199951,1716.199951,1716.199951,1716.199951,0
1992/3/25,1719.060059,1719.060059,1719.060059,1719.060059,1719.060059,0
1992/3/26,1718.209961,1718.209961,1718.209961,1718.209961,1718.209961,0
1992/3/27,1698.839966,1698.839966,1698.839966,1698.839966,1698.839966,0
1992/3/30,1714.76001,1714.76001,1714.76001,1714.76001,1714.76001,0
1992/3/31,1718.349976,1718.349976,1718.349976,1718.349976,1718.349976,0
1992/4/1,1706.689941,1706.689941,1706.689941,1706.689941,1706.689941,0
1992/4/2,1723.369995,1723.369995,1723.369995,1723.369995,1723.369995,0
1992/4/3,1716.180054,1716.180054,1716.180054,1716.180054,1716.180054,0
1992/4/6,1738.780029,1738.780029,1738.780029,1738.780029,1738.780029,0
1992/4/7,1737.410034,1737.410034,1737.410034,1737.410034,1737.410034,0
1992/4/8,1714.77002,1714.77002,1714.77002,1714.77002,1714.77002,0
1992/4/9,1724.23999,1724.23999,1724.23999,1724.23999,1724.23999,0
1992/4/10,1733.77002,1733.77002,1733.77002,1733.77002,1733.77002,0
1992/4/13,1729.959961,1729.959961,1729.959961,1729.959961,1729.959961,0
1992/4/14,1734.459961,1734.459961,1734.459961,1734.459961,1734.459961,0
1992/4/15,1744.349976,1744.349976,1744.349976,1744.349976,1744.349976,0
1992/4/16,1746.880005,1746.880005,1746.880005,1746.880005,1746.880005,0
1992/4/17,null,null,null,null,null,null
1992/4/20,null,null,null,null,null,null
1992/4/21,1747.469971,1747.469971,1747.469971,1747.469971,1747.469971,0
1992/4/22,1753.099976,1753.099976,1753.099976,1753.099976,1753.099976,0
1992/4/23,1745.170044,1745.170044,1745.170044,1745.170044,1745.170044,0
1992/4/24,1745.719971,1745.719971,1745.719971,1745.719971,1745.719971,0
1992/4/27,1742.920044,1742.920044,1742.920044,1742.920044,1742.920044,0
